,pmid,annotators,article_type,trial_design,study_body,review_type,research_design_blinded,primary_endpoints,secondary_endpoints,int_allocation,int_primary_purpose,int_study_model,int_study_phase,obs_study_model,obs_time_perspective,study_population_age,study_population_dka,study_population_location,study_population_surgical,study_population_treatment_type,atypical_index_blood_pressure,atypical_index_cost,atypical_index_immunity,atypical_index_reproduction,atypical_index_tumor,study_type,therapeutic_area,diseases,drugs,proteins,adverse_effects,published_at,title,authors,link
990,30140092,Artur,interventional_study,,silico,,,,,,,,phase_2,,,adults,FALSE,japan,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,,,,,Study Design of a Phase II Clinical Trial to Assess the Efficacy and Safety of Eperisone in Japanese Type 2 Diabetes Patients with Risk and Non-risk Alleles of CDKAL1.,Kourin Sakakida; Fan-Yan Wei; Takafumi Senokuchi; Seiya Shimoda; Tatsuyuki Kakuma; Eiichi Araki; Kazuhito Tomizawa;,30140092
991,30140027,Artur,interventional_study,,animal,,,,,randomized,,,,,,,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,,,,8/23/18,Anti-hyperglycemic and anti-hyperlipidemia effects of the alkaloid-rich extract from barks of Litsea glutinosa in ob/ob mice.,Xiaopo Zhang; Yan Jin; Younan Wu; Caiyun Zhang; Dejun Jin; Qingxia Zheng; Youbin Li,30140027
992,30139890,Artur,observational_study,,human,,,,,,,,,,,adults,FALSE,china,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes; acs,dm2,,,,8/23/18,"Better to save one life than build a seven-storied pagoda': a qualitative study of health education for patients with acute coronary syndrome and type 2 diabetes mellitus in Shanghai, China.",Xian-Liang Liu; Karen Willis; Chiung-Jung Jo Wu; Yan Shi; Maree Johnson,30139890
993,30139743,Artur,interventional_study,,animal,,,,,,,,,,,,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,,uromodulin,,8/23/18,Uromodulin regulates renal magnesium homeostasis through the ion channel transient receptor potential melastatin 6 (TRPM6).,Mingzhu Nie; Manjot S Bal; Jie Liu; Zhufeng Yang; Carolina Rivera; Xue-Ru Wu; Joost G J Hoenderop; RenÃ© J M Bindels; Denise K Marciano; Matthias T F Wolf,30139743
994,30139688,Artur,observational_study,,human,,,,,,,,,cohort,prospective,adults,FALSE,switzerland,FALSE,outpatient,TRUE,FALSE,FALSE,FALSE,FALSE,,cvd; diabetes; ms,dm2,,,,6/20/18,"Incidence of type 2 diabetes, hypertension, and dyslipidemia in metabolically healthy obese and non-obese.",M Fingeret; P Marques-Vidal; P Vollenweider,30139688
995,30139624,Artur,interventional_study,,human,,double_blind,,,randomized,treatment,crossover,,,,adults,FALSE,canada,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,,,,8/20/18,"Effect of milk protein intake and casein-to-whey ratio in breakfast meals on postprandial glucose, satiety ratings, and subsequent meal intake.",B Kung; G H Anderson; S ParÃ©; A J Tucker; S Vien; A J Wright; H D Goff,30139624
996,30139622,Artur,interventional_study,,silico,,,,,,,,,,,,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,,vaspin,,8/11/18,A new coccolith modified electrode-based biosensor using a cognate pair of aptamers with sandwich-type binding.,Sang Hoon Kim; Onyou Nam; EonSeon Jin; Man Bock Gu,30139622
997,30139571,Artur,observational_study,,human,,,,,,,,,cohort,cross_sectional,adults,FALSE,canada,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes; ckd,dm1; dm2,,,,6/20/18,"Frailty, Health-Related Quality of Life, Cognition, Depression, Vitamin D and Health-Care Utilization in an Ambulatory Adult Population with Type 1 or Type 2 Diabetes Mellitus and Chronic Kidney Disease: A Cross-Sectional Analysis.",Stephany I Adame Perez; Peter A Senior; Catherine J Field; Kailash Jindal; Diana R Mager,30139571
998,30139387,Artur,interventional_study,,silico,,,,,,,,,,,,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,,,,8/23/18,"Linking a role of lncRNAs (long non-coding RNAs) with insulin resistance, accelerated senescence, and inflammation in patients with type 2 diabetes.",Chandrakumar Sathishkumar; Paramasivam Prabu; Viswanathan Mohan; Muthuswamy Balasubramanyam,30139387
999,30139343,Artur,observational_study,,human,,,,,,,,,cohort,prospective,children,FALSE,multinational,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,,,,8/23/18,"Contrasting patterns of overweight and thinness among preschool children of different ethnic groups in Norway, and relations with maternal and early life factors.",Ingun Toftemo; Anne Karen Jenum; Per LagerlÃ¸v; PÃ©tur B JÃºlÎ¯usson; Ragnhild SÃ¸rum Falk; Line Sletner,30139343
1000,30139283,Artur,observational_study,,human,,,,,,,,,cohort,cross_sectional,adults,FALSE,finland,FALSE,outpatient,TRUE,FALSE,FALSE,FALSE,FALSE,,cvd; diabetes,dm2,,,,8/23/18,Awareness of hypertension and depressive symptoms: a cross-sectional study in a primary care population.,Ansa Talvikki Rantanen; Jyrki Jaakko Antero Korkeila; Eliisa Susanna LÃ¶yttyniemi; Ulla Kirsti Maria SaxÃ©n; PÃ_ivi Elina Korhonen,30139283
1001,30139042,Artur,observational_study,,silico,,,,,,,,,,,,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes; atherosclerosis,dm2,,,,8/24/18,"Cytochrome P450: Polymorphisms and Roles in Cancer, Diabetes and Atherosclerosis",Imadeldin Elfaki; Rashid Mir; Fahad M Almutairi; Faisel M Abu Duhier,30139042
1002,30138894,Artur,interventional_study,,animal,,,,,,,,,,,,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,,,,8/20/18,Protective effects of rutin on liver injury in type 2 diabetic db/db mice.,Weishi Liang; Dandan Zhang; Jiali Kang; Xubing Meng; Jingbo Yang; Lei Yang; Ning Xue; Qingyao Gao; Shuying Han; Xiangbo Gou,30138894
1003,30138811,Artur,observational_study,,human,,,,,,,,,cohort,prospective,adults,FALSE,finland,FALSE,outpatient,FALSE,FALSE,FALSE,TRUE,FALSE,,diabetes; gdm,dm2,,,,8/15/18,The association between gestational diabetes mellitus and postpartum depressive symptomatology: A prospective cohort study.,Aleksi RuohomÃ_ki; Elena Toffol; Subina Upadhyaya; Leea Keski-Nisula; Juha Pekkanen; Jussi Lampi; Sari Voutilainen; Tomi-Pekka Tuomainen; Seppo Heinonen; Kirsti Kumpulainen; Markku Pasanen; Soili M Lehto,30138811
1004,30138125,Artur,review,,human,narrative_review,,,,,,,,,,adults,FALSE,ireland,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,osa; diabetes,dm2,,,,,Sleep and diabetes.,Silke Ryan,30138125
1005,30137696,Artur,comment,,silico,,,,,,,,,,,,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,8/23/18,The International Transporter Consortium: Summarizing advances in the role of transporters in drug development.,Kathleen M Giacomini; Aleksandra Galetin; Shiew Mei Huang,30137696
1006,30137542,Artur,observational_study,,human; silico,,,,,,,,,cohort,cross_sectional,adults,FALSE,germany,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,,,,8/20/18,Role of wnt5a in metabolic inflammation in humans.,Isabelle Relling; GÃ_l Akcay; Daniela Fangmann; Carina Knappe; Dominik Maria Schulte; Katharina Hartmann; Nike MÃ_ller; Kathrin TÃ_rk; Astrid Dempfle; Andre Franke; Stefan Schreiber; Matthias Laudes,30137542
1007,30137410,Artur,interventional_study,,human,,open_label,efficacy_assessment_demonstration,,randomized,treatment,crossover,phase_4,,,adults,FALSE,sweden,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,sglt-2; metformin; dpp-4,,urticaria; headache,8/17/18,Glucagon Levels during Short-term SGLT2 Inhibition are Largely Regulated by Glucose Changes in Type 2 Diabetes Patients.,Per Lundkvist; Maria J Pereira; Prasad G Kamble; Petros Katsogiannos; Anna Maria Langkilde; Russell Esterline; Eva Johnsson; Jan W Eriksson,30137410
1008,30137403,Artur,interventional_study,,human,,,,,,,,,,cross_sectional,adults,FALSE,spain,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes; nash; nafld,dm2,,,,8/20/18,"Ghrelin reduces TNF-Î±-induced human hepatocyte apoptosis, autophagy and pyroptosis: role in obesity-associated NAFLD.",Silvia Ezquerro; FÃ¡tima Mocha; Gema FrÃ_hbeck; RocÃ_o GuzmÃ¡n-Ruiz; VÃ_ctor ValentÃ_; Carmen Mugueta; Sara Becerril; Victoria CatalÃ¡n; Javier GÃ_mez-Ambrosi; Camilo Silva; Javier Salvador; Inmaculada Colina; MarÃ_a Del Mar MalagÃ_n; Amaia RodrÃ_guez,30137403
1009,30137350,Artur,observational_study,,human,,,,,,,,,cohort,cross_sectional,adults,FALSE,spain,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,,,,8/20/18,Association of objectively measured physical activity with brown adipose tissue volume and activity in young adults.,Francisco M Acosta; Borja Martinez-Tellez; Guillermo Sanchez-Delgado; Jairo H Migueles; Miguel A Contreras-Gomez; Wendy D Martinez-Avila; Elisa Merchan-Ramirez; Juan M A Alcantara; Francisco J Amaro-Gahete; Jose M Llamas-Elvira; Jonatan R Ruiz,30137350
1010,30137347,Artur,interventional_study,,silico,,,,,,,,,,,,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,,,,8/20/18,Glucose is involved in the dynamic regulation of m6A in patients with type 2 diabetes.,Ying Yang; Fan Shen; Wei Huang; Shanshan Qin; Jing-Tao Huang; Consolato Sergi; Bi-Feng Yuan; Song-Mei Liu,30137347
1011,30136904,Artur,observational_study,,human,,,,,,,,,cohort,cross_sectional,adults,FALSE,usa,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes; depression,dm2,,,,8/23/18,Physical and psychosocial factors associated with depression among adults with type 2 diabetes mellitus at a Federally Qualified Healthcare Center.,Joohee Lee; Michelle Brazeal; Hwanseok Choi; Tim A Rehner; Stephanie T McLeod; Christina M Jacobs,30136904
1012,30136455,Artur,comment,,,,,,,,,,,,,,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,Erratum: Type of Manuscript Correction. Effects of Omega-3 Supplementation on Adipocytokines in Prediabetes and Type 2 Diabetes Mellitus: Systematic Review and Meta-Analysis of Randomized Controlled Trials.,Tarik Becic; Christian Studenik,30136455
1013,30136452,Artur,observational_study,,human,,,,,,,,,cohort,retrospective,elderly,FALSE,thailand,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes; ckd,dm2,,,,,Associations between Body Mass Index and Chronic Kidney Disease in Type 2 Diabetes Mellitus Patients: Findings from the Northeast of Thailand.,Sojib Bin Zaman; Naznin Hossain; Muntasirur Rahman,30136452
1014,30136450,Artur,review,,silico,narrative_review,,,,,,,,,,,FALSE,korea,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,,,,,Role of the Pyruvate Dehydrogenase Complex in Metabolic Remodeling: Differential Pyruvate Dehydrogenase Complex Functions in Metabolism.,Sungmi Park; Jae Han Jeon; Byong Keol Min; Chae Myeong Ha; Themis Thoudam; Bo Yoon Park; In Kyu Lee,30136450
1015,30136448,Artur,observational_study,,human,,,,,,,,,cohort,cross_sectional,adults,FALSE,japan,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,puad,,,8/22/18,Understanding of antidiabetic medication is associated with blood glucose in patients with typeÂ 2 diabetes: At baseline date of the KAMOGAWA-DM cohort study.,Ryosuke Sakai; Yoshitaka Hashimoto; Emi Ushigome; Takuro Okamura; Masahide Hamaguchi; Masahiro Yamazaki; Yohei Oda; Michiaki Fukui,30136448
1016,30136435,Artur,observational_study,,human,,,efficacy_assessment_demonstration,efficacy_assessment_demonstration,,,single_group,,cohort,prospective,elderly,FALSE,japan,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,sitagliptin,,hypoglycaemia,8/23/18,Efficacy and safety of sitagliptin in elderly patients with type 2 diabetes mellitus: A focus on hypoglycemia.,Masahiro Fukuda; Kunihiro Doi; Masahiro Sugawara; Koichi Mochizuki,30136435
1017,30136414,Artur,comment,,,,,,,,,,,,,,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,8/23/18,"Comment on ""Comparative effectiveness of canagliflozin, SGLT2 inhibitors and non-SGLT2 inhibitors on the risk of hospitalization for heart failure and amputation in patients with type 2 diabetes mellitus: A real-world meta-analysis of 4 observational databases (OBSERVE-4D)"".",Patrick B Ryan; Norm Rosenthal,30136414
1018,30136403,Artur,observational_study,,human,,,time_of_event,efficacy_assessment_demonstration,,,,,cohort,prospective,adults,FALSE,japan,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,sglt-2; ipragliflozin; sulfonylurea,,rash; hypoglycaemia; pruritus; fracture; dehydration; genital_infection; pollakiuria,8/22/18,Should sulfonylurea be discontinued or maintained at the lowest dose when starting ipragliflozin? A multicenter observational study in Japanese patients with type 2 diabetes.,Kiyohiko Takahashi; Kyu Yong Cho; Akinobu Nakamura; Aika Miya; Arina Miyoshi; Chiho Yamamoto; Hiroshi Nomoto; Hirokatsu Niwa; Kiyohito Takahashi; Naoki Manda; Yoshio Kurihara; Shin Aoki; Yoichi M Ito; Tatsuya Atsumi; Hideaki Miyoshi,30136403
1019,30136398,Artur,interventional_study,,human,,,,,randomized,diagnostic,,,,,adults,FALSE,japan,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,sglt-2,,vaginal_infection,8/23/18,Incidence and risk of vaginal candidiasis associated with SGLT2 inhibitors in real-world practice for women with type 2 diabetes.,Hiroki Yokoyama; Ami Nagao; Sanae Watanabe; Jun Honjo,30136398
1020,30136384,Artur,observational_study,,human,,open_label,,,,,single_group,,,,adults,FALSE,japan,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes; dkd,dm2,teneligliptin; dpp-4,,,8/23/18,Effect of switching to teneligliptin from other dipeptidyl peptidase-4 inhibitors on glucose control and renoprotection in typeÂ 2 diabetes patients with diabetic kidney disease.,Munehiro Kitada; Yoshio Ogura; Kyoko Nitta; Mizue Fujii; Keizo Kanasaki; Kazunori Konishi; Yasuo Iida; Atsushi Nakagawa; Daisuke Koya,30136384
1021,30136370,Artur,review,,human,narrative_review,,,,,,,,,,adults,FALSE,mexico,FALSE,outpatient,TRUE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,,,,8/23/18,The burden of suboptimal breastfeeding in Mexico: Maternal health outcomes and costs.,Mishel Unar-MunguÃ_a; Dalia Stern; Monica Arantxa Colchero; Teresita GonzÃ¡lez de CosÃ_o,30136370
1022,30136354,Artur,observational_study,,human,,,,,,,,,cohort,retrospective,adults,FALSE,italy,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,dapagliflozin,,,8/23/18,Effectiveness of dapagliflozin versus comparators on renal endpoints in the real world: A multicentre retrospective study.,Gian Paolo Fadini; Anna Solini; Maria Laura Manca; Giuseppe Penno; Adriano Gatti; Roberto Anichini; Stefano Del Prato; Angelo Avogaro;,30136354
1023,30136353,Artur,interventional_study,,human,,,,,randomized,treatment,,,,,adults,FALSE,usa,FALSE,outpatient,TRUE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,empagliflozin; canagliflozin; sglt2; dapagliflozin,,,8/23/18,"Real-world opportunity of empagliflozin to improve blood pressure control in African American patients with type 2 diabetes: A National Cardiovascular Data Registry ""research-to-practice"" project from the diabetes collaborative registry.",Suzanne V Arnold; Leo Seman; Fengming Tang; Poghni A Peri-Okonny; Keith C Ferdinand; Sanjeev N Mehta; Abhinav Goyal; Laurence S Sperling; Mikhail Kosiborod,30136353
1024,30136074,Artur,observational_study,,human,,open_label,safety_tolerability,,randomized,,parallel,,,prospective,adults,FALSE,china,FALSE,inpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,insulin,,hypoglycaemia,8/22/18,Male Patients with Longstanding Type 2 Diabetes Have a Higher Incidence of Hypoglycemia Compared with Female Patients.,Feng-Fei Li; Ying Zhang; Wen-Li Zhang; Xiao-Mei Liu; Mao-Yuan Chen; Yi-Xuan Sun; Xiao-Fei Su; Jin-Dan Wu; Lei Ye; Jian-Hua Ma,30136074
1025,30136029,Artur,interventional_study,,human,,double_blind,comparison_vs_placebo,,randomized,,parallel,,,,adults,FALSE,slovakia,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,carnosine,,,8/22/18,Carnosine supplementation reduces plasma soluble transferrin receptor in healthy overweight or obese individuals: a pilot randomised trial.,Estifanos Baye; Jozef Ukropec; Maximilian P J de Courten; Timea Kurdiova; Patrick Krumpolec; JosÃ©-Manuel FernÃ¡ndez-Real; Giancarlo Aldini; Barbara Ukropcova; Barbora de Courten,30136029
1026,30135724,Artur,review,,human,narrative_review,,,,,,,,,,adults,FALSE,netherlands,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,depression,,,8/14/18,Understanding depression in type 2 diabetes: a biological approach in observational studies.,Thomas van Sloten; Miranda Schram,30135724
1027,30135606,Artur,observational_study,,human,,,,,,,,,,,adults,FALSE,japan,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,cvd; diabetes,dm2,,,,8/22/18,Effect of testosterone replacement therapy on sexual function and glycemic control among hypogonadal men with type 2 diabetes mellitus.,Kazuyoshi Shigehara; Hiroyuki Konaka; Yuki Kato; Masashi Iijima; Kazufumi Nakashima; Shohei Kawaguchi; Takahiro Nohara; Kouji Izumi; Mikio Namiki; Atsushi Mizokami,30135606
1028,30135545,Artur,observational_study,,human,,,,,,,,,cohort,prospective,adults,FALSE,usa,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,,,,8/22/18,Admixture mapping and fine-mapping of type 2 diabetes susceptibility loci in African American women.,JosÃ© M Uribe-Salazar; Julie R Palmer; Stephen A Haddad; Lynn Rosenberg; Edward A Ruiz-NarvÃ¡ez,30135545
1029,30135489,Artur,interventional_study,,animal,,,,,,,,,,,,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,,,,8/22/18,Improvement of vascular dysfunction by argirein through inhibiting endothelial cell apoptosis associated with ET-1/Nox4 signal pathway in diabetic rats.,Jie Su; Xing-Rong An; Qing Li; Xiao-Xue Li; Xiao-Dong Cong; Ming Xu,30135489
1030,30135414,Artur,interventional_study,,animal,,,,,,,,,,,,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,,,,8/22/18,Modulatory Effect of Polyphenolic Compounds from the Mangrove Tree,Leonardo Mendes de Souza Mesquita; CÃ_ntia Rabelo E Paiva Caria; Paola Souza Santos; Caio Cesar Ruy; Natalia da Silva Lima; DÃ©bora Kono Taketa Moreira; Claudia Quintino da Rocha; Daniella Carisa Murador; Veridiana Vera de Rosso; Alessandra Gambero; Wagner Vilegas,30135414
1031,30135373,Artur,observational_study,,human,,,,,,,,,,,adults,FALSE,sweden,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,,,,8/22/18,Patient and Provider Dilemmas of Type 2 Diabetes Self-Management: A Qualitative Study in Socioeconomically Disadvantaged Communities in Stockholm.,Juliet Aweko; Jeroen De Man; Pilvikki Absetz; Claes-GÃ¶ran Ã–stenson; Stefan Swartling Peterson; Helle MÃ¶lsted Alvesson; Meena Daivadanam,30135373
1032,30135271,Artur,observational_study,,human,,,,,,,,,,,adults,FALSE,china,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,gliclazide; metformin; glibenclamide,,,,Development and validation of a tool to identify barriers to starting insulin treatment in patients with type-2 diabetes mellitus.,S N Fu; W Y Chin; C Kh Wong; V Tf Yeung; M P Yiu; H Y Tsui; K H Chan,30135271
1033,30135270,Artur,observational_study,,human,,,,,,,,,cohort,,newborn,FALSE,hong kong,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,gd,,,,,Formula-feeding and the risk of type-2 diabetes mellitus among Hong Kong adolescents.,L L Hui; S L Lee; M K Kwok; C W Yu; C M Schooling,30135270
1034,30135196,Artur,comment,,,,,,,,,,,,,,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,,,,,Considerations in Epidemiologic Definitions of Undiagnosed Diabetes.,Linda S Geiss; Kai McKeever Bullard; Ralph Brinks; Edward W Gregg,30135196
1035,30135138,Kornelia; Artur,observational_study; primary_article,,human,,,other,,,,,,cohort; case_control,cross_sectional,adults,FALSE,china,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes; dme; dr,dm2; dr; t2dm,,the retinol-binding protein 4 (rbp4),,9/12/18,Elevated RBP4 plasma levels were associated with diabetic retinopathy in type 2 diabetes.,Jia-Ying Li; Xian-Xian Chen; Xiao-Hua Lu; Chuang-Biao Zhang; Qi-Ping Shi; Lie Feng,30135138
1036,30135136,Artur,comment,,human,,,,,,,,,,,,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes; dr,dm2,,,,,Intermittent Fasting and Prevention of Diabetic Retinopathy: Where Do We Go From Here?,Martin HaluzÃ_k; MiloÅ¡ MrÃ¡z,30135136
1037,30135135,Artur,comment,,silico,,,,,,,,,,,,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,,,,,A New Activator of Hepatocyte CaMKII in Fasting and Type 2 Diabetes.,Lale Ozcan; Ira Tabas,30135135
1038,30135134,Artur,comment,,human,,,,,,,,,,,,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes; mvd; dr,dm1; dm2,,,,,Microvascular Dysfunction and Hyperglycemia: A Vicious Cycle With Widespread Consequences.,Coen D A Stehouwer,30135134
1039,30135132,Artur,comment,,silico,,,,,,,,,,,,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,cvd; diabetes; hf; nash,dm2,glp-1,,,,The Ascending GLP-1 Road From Clinical Safety to Reduction of Cardiovascular Complications.,Daniel J Drucker,30135132
1040,30135131,Artur,review,,human,narrative_review,,,,,,,,,,,FALSE,columbia,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm,insulin,,,,Insulin Action Research and the Future of Diabetes Treatment: The 2017 Banting Medal for Scientific Achievement Lecture.,Domenico Accili,30135131
1041,30134927,Artur,interventional_study,,in_vitro; animal,,,,,,,,,,,,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,,,,8/14/18,Reversal of angiotensin ll-induced Î_-cell dedifferentiation via inhibition of NF-Îºb signaling.,Hong Chen; Wenjun Zhou; Yuting Ruan; Lei Yang; Ningning Xu; Rongping Chen; Rui Yang; Jia Sun; Zhen Zhang,30134927
1042,30134925,Artur,review,,human,narrative_review,,,,,,,,,,,FALSE,mexico,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,,,,8/22/18,Collaborative research and actions on both sides of the US-Mexico border to counteract type 2 diabetes in people of Mexican origin.,SimÃ_n Barquera; Dean Schillinger; Carlos A Aguilar-Salinas; Marc Schenker; Luis A RodrÃ_guez; Cesar HernÃ¡ndez-Alcaraz; Jaime SepÃºlveda-Amor;,30134925
1043,30134893,Artur,comment,,,,,,,,,,,,,,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,cvd; diabetes; hf,dm2,,,,8/22/18,Cardiovascular benefit in the limelight: shifting type 2 diabetes treatment paradigm towards early combination therapy in patients with overt cardiovascular disease.,Naim Shehadeh; Itamar Raz; Afif Nakhleh,30134893
1044,30134843,Artur,interventional_study,,silico,,,,,,,,,,,,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,,,,8/22/18,Identification of early biological changes in palmitate-treated isolated human islets.,Ernest Sargsyan; Jing Cen; Kirsten Roomp; Reinhard Schneider; Peter Bergsten,30134843
1045,30134785,Artur,review,,human,narrative_review,,,,,,,,,,adults,FALSE,italy,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes; down syndrome; ad,dm2,,,,3/15/18,Mitochondrial dysfunction in down syndrome: molecular mechanisms and therapeutic targets.,Antonella Izzo; Nunzia Mollo; Maria Nitti; Simona Paladino; Gaetano CalÃ¬; Rita Genesio; Ferdinando Bonfiglio; Rita Cicatiello; Maria Barbato; Viviana Sarnataro; Anna Conti; Lucio Nitsch,30134785
1046,30134599,Artur,interventional_study,,silico; animal,,,,,,,,,,,,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm1; dm2,,,,8/21/18,"Imaging of Human Insulin Secreting Cells with Gd-DOTA-P88, a Paramagnetic Contrast Agent Targeting the Beta Cell Biomarker FXYD2Î_a.",StÃ©phane Demine; Alexander Balhuizen; Vinciane Debaille; Lieke Joosten; MaÃ¯tÃ© Fereau; Satya Narayana Murthy Chilla; Isabelle Millard; RaphaÃ«l Scharfmann; Dominique Egrise; Serge Goldman; Piero Marchetti; Martin Gotthardt; Sophie Laurent; Carmen Burtea; Decio L Eizirik,30134599
1047,30134475,Artur,observational_study,,human,,,disease_death_occurence,disease_death_occurence,,,,,cohort,prospective,elderly,FALSE,france,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,,,,8/22/18,Sex Differences in the Occurrence of Major Clinical Events in Elderly People with Type 2 Diabetes Mellitus Followed up in the General Practice.,Abdallah Al-Salameh; Sophie Bucher; Bernard Bauduceau; Linda Benattar-Zibi; Gilles Berrut; Philippe Bertin; Emmanuelle Corruble; Nicolas Danchin; GeneviÃ¨ve Derumeaux; Jean Doucet; Bruno Falissard; FranÃ§oise Forette; Olivier Hanon; Rissane Ourabah; Florence Pasquier; Michel Pinget; Laurent Becquemont; Virginie Ringa,30134475
1048,30134134,Artur,,,,,,,,,,,,,,,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,,,,,Asteroid Hyalosis.,Koushik Tripathy,30134134
1049,30133880,Artur,observational_study,,human,,,,,,,,,case_control,,adults,FALSE,finland,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,periodontal condition; diabetes,dm2,,,,8/22/18,Association between periodontal condition and the development of type 2 diabetes mellitus - results from a 15-year follow-up study.,V MyllymÃ_ki; T Saxlin; M Knuuttila; U Rajala; S KeinÃ_nen-Kiukaanniemi; S Anttila; P YlÃ¶stalo,30133880
1050,30133070,Artur,observational_study,,human,,,,,,,,,cohort,cross_sectional,adults,FALSE,australia,FALSE,outpatient,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetes,dm2,,,,8/22/18,The impact of type 2 diabetes and body mass index on cerebral structure is modulated by brain reserve.,E I Walsh; M Shaw; P Sachdev; K J Anstey; N Cherbuin,30133070
1051,30132841,Artur,interventional_study,,silico,,,,,,,,,,,,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,diabetres; dn,dm2,,,,8/21/18,Peroxidase expression is decreased by palmitate in cultured podocytes but increased in podocytes of advanced diabetic nephropathy.,Eugene Lee; Hyun Soon Lee,30132841
